Date,Maximum Temperature (degF),Precipitation (in),Mean Temperature (degF),Minimum Temperature (degF),Snowfall (in),Snow Depth (in)
6/7/2021,62,0,56,50,0,0
6/8/2021,58,,54.5,51,0,0
6/9/2021,56,,51.5,47,0,0
6/10/2021,62,,54,46,0,0
6/11/2021,63,0,55,47,0,0
6/12/2021,70,0,58.5,47,0,0
6/13/2021,65,0,56.5,48,0,0
6/14/2021,68,0,56.5,45,0,0
6/15/2021,69,0,58,47,0,0
6/16/2021,60,0.03,55.5,51,0,0
6/17/2021,65,0,59,53,0,0
6/18/2021,64,,59,54,0,0
6/19/2021,65,0.05,59.5,54,0,0
6/20/2021,59,0.08,55.5,52,0,0
6/21/2021,64,0.06,58,52,0,0
6/22/2021,67,0,59,51,0,0
6/23/2021,61,0.07,57,53,0,0
6/24/2021,65,,59,53,0,0
6/25/2021,67,0,59.5,52,0,0
6/26/2021,60,,55.5,51,0,0
6/27/2021,64,0,57.5,51,0,0
6/28/2021,59,,55.5,52,0,0
6/29/2021,70,,60.5,51,0,0
6/30/2021,67,0,57.5,48,0,0
7/1/2021,68,0,57,46,0,0
7/2/2021,67,0.07,60,53,0,0
7/3/2021,56,0.04,53,50,0,0
7/4/2021,64,0,57,50,0,0
7/5/2021,61,,54.5,48,0,0
7/6/2021,59,0.33,56,53,0,0
7/7/2021,59,0.02,55.5,52,0,0
7/8/2021,61,,55,49,0,0
7/9/2021,65,,58,51,0,0
7/10/2021,57,0.02,53,49,0,0
7/11/2021,62,,55,48,0,0
7/12/2021,64,,57.5,51,0,0
7/13/2021,68,,60,52,0,0
7/14/2021,65,0,58,51,0,0
7/15/2021,71,0,60.5,50,0,0
7/16/2021,76,0,66,56,0,0
7/17/2021,79,,68.5,58,0,0
7/18/2021,81,0,70,59,0,0
7/19/2021,71,0.07,66,61,0,0
7/20/2021,67,0.02,61.5,56,0,0
7/21/2021,62,0.34,59,56,0,0
7/22/2021,69,0.3,62.5,56,0,0
7/23/2021,64,,60.5,57,0,0
7/24/2021,63,0.01,59,55,0,0
7/25/2021,65,0,58,51,0,0
7/26/2021,67,0,59,51,0,0
7/27/2021,68,0,59,50,0,0
7/28/2021,61,0,58.5,56,0,0
7/29/2021,59,0.01,55.5,52,0,0
7/30/2021,62,0,58,54,0,0
7/31/2021,68,0,60.5,53,0,0
8/1/2021,73,0,61.5,50,0,0
8/2/2021,76,0,64.5,53,0,0
8/3/2021,67,0,60.5,54,0,0
8/4/2021,65,,59,53,0,0
8/5/2021,66,0,58.5,51,0,0
8/6/2021,63,,59,55,0,0
8/7/2021,66,,61,56,0,0
8/8/2021,58,1.25,55.5,53,0,0
8/9/2021,66,0.18,59,52,0,0
8/10/2021,66,0.36,59,52,0,0
8/11/2021,61,0.08,57.5,54,0,0
8/12/2021,62,0.14,57,52,0,0
8/13/2021,63,0,56.5,50,0,0
8/14/2021,64,,57,50,0,0
8/15/2021,65,0,57,49,0,0
8/16/2021,67,0.05,58.5,50,0,0
8/17/2021,63,0.21,57,51,0,0
8/18/2021,65,0.23,58.5,52,0,0
8/19/2021,66,0,60,54,0,0
8/20/2021,65,0.17,59,53,0,0
8/21/2021,63,0,52.5,42,0,0
8/22/2021,56,0.14,50,44,0,0
8/23/2021,58,0.16,54.5,51,0,0
8/24/2021,66,0.06,59,52,0,0
8/25/2021,59,0.21,57,55,0,0
8/26/2021,65,0.36,59.5,54,0,0
8/27/2021,58,0.74,52,46,0,0
8/28/2021,58,0,49.5,41,0,0
8/29/2021,64,0,53.5,43,0,0
8/30/2021,66,0,55,44,0,0
8/31/2021,69,0,58.5,48,0,0
9/1/2021,59,0.14,54,49,0,0
9/2/2021,61,0.37,56,51,0,0
9/3/2021,62,0.03,57.5,53,0,0
9/4/2021,61,0.07,57.5,54,0,0
9/5/2021,62,0.17,57.5,53,0,0
9/6/2021,61,0.01,55.5,50,0,0
9/7/2021,60,0,54,48,0,0
9/8/2021,56,0.04,51.5,47,0,0
9/9/2021,61,0.02,55.5,50,0,0
9/10/2021,56,0.04,52.5,49,0,0
9/11/2021,61,0,51.5,42,0,0
9/12/2021,58,0.02,51,44,0,0
9/13/2021,54,0.05,50.5,47,0,0
9/14/2021,56,0.08,50.5,45,0,0
9/15/2021,54,0.06,50,46,0,0
9/16/2021,51,0.01,47.5,44,0,0
9/17/2021,55,0,49.5,44,0,0
9/18/2021,57,0.01,47.5,38,0,0
9/19/2021,58,0,45.5,33,0,0
9/20/2021,53,,47,41,0,0
9/21/2021,48,0,42.5,37,0,0
9/22/2021,44,0,36,28,0,0
9/23/2021,46,0.57,41.5,37,0,0
9/24/2021,40,0.25,37.5,35,,0
9/25/2021,45,0.01,38,31,0,0
9/26/2021,46,0,38,30,0,0
9/27/2021,47,0,37.5,28,0,0
9/28/2021,49,0,37,25,0,0
9/29/2021,47,0,37,27,0,0
9/30/2021,47,0,36,25,0,0
10/1/2021,46,,39.5,33,0,0
10/2/2021,41,,38,35,,0
10/3/2021,47,0,38,29,0,0
10/4/2021,48,0,38,28,0,0
10/5/2021,44,0.01,39,34,0,0
10/6/2021,47,0.06,44,41,0,0
10/7/2021,50,0.03,45.5,41,0,0
10/8/2021,44,0.16,42,40,0,0
10/9/2021,47,0.62,44,41,0,0
10/10/2021,50,0,43,36,0,0
10/11/2021,43,0,40.5,38,0,0
10/12/2021,49,0,39.5,30,0,0
10/13/2021,41,0,35,29,0,0
10/14/2021,36,0.17,34.5,33,2,0
10/15/2021,38,,34,30,0.1,1
10/16/2021,38,0,33.5,29,0,
10/17/2021,40,0,35,30,0,0
10/18/2021,44,0,38,32,0,0
10/19/2021,43,,39,35,0,0
10/20/2021,43,0.11,40,37,0,0
10/21/2021,43,0.38,38,33,0,0
10/22/2021,39,0,36,33,0,0
10/23/2021,45,0,40.5,36,0,0
10/24/2021,48,,41,34,0,0
10/25/2021,41,0,35.5,30,0,0
10/26/2021,37,0,31.5,26,0,0
10/27/2021,36,0,30.5,25,0,0
10/28/2021,35,,30,25,0.2,0
10/29/2021,34,,29,24,,0
10/30/2021,46,,39,32,0,0
10/31/2021,47,,43,39,0,0
11/1/2021,39,0.27,37.5,36,0,0
11/2/2021,38,0.13,36.5,35,0,0
11/3/2021,46,,40.5,35,0,0
11/4/2021,42,0.11,37.5,33,0.5,0
11/5/2021,37,0.08,34.5,32,,1
11/6/2021,34,,32,30,,0
11/7/2021,32,,30,28,0.2,0
11/8/2021,29,,25,21,,
11/9/2021,24,,18,12,,
11/10/2021,20,0.1,15.5,11,2.2,
11/11/2021,23,0.21,21,19,8,3
11/12/2021,22,0.01,20,18,1.7,9
11/13/2021,20,,14.5,9,,8
11/14/2021,17,0,10,3,0,7
11/15/2021,14,,9,4,,6
11/16/2021,11,,4,-3,,5
11/17/2021,10,0,4,-2,0,5
11/18/2021,11,0,3,-5,0,5
11/19/2021,7,,0,-7,,5
11/20/2021,10,0,3.5,-3,0,5
11/21/2021,8,0,1,-6,0,5
11/22/2021,9,,1,-7,,5
11/23/2021,13,,6.5,0,,5
11/24/2021,20,0.01,15.5,11,0.2,5
11/25/2021,19,0.07,13.5,8,1.3,5
11/26/2021,9,0,6.5,4,0,6
11/27/2021,8,,0.5,-7,,6
11/28/2021,3,,-2.5,-8,,6
11/29/2021,20,,10.5,1,,6
11/30/2021,28,0.19,24,20,2.4,6
12/1/2021,27,0.17,21.5,16,3.1,9
12/2/2021,16,,8,0,,11
12/3/2021,7,,1,-5,,10
12/4/2021,9,,1.5,-6,0.5,9
12/5/2021,37,,22.5,8,,9
12/6/2021,37,0.02,34.5,32,,9
12/7/2021,33,0.08,26.5,20,1.6,9
12/8/2021,21,0,14.5,8,0,10
12/9/2021,24,,19,14,,9
12/10/2021,26,0.07,24,22,0.8,9
12/11/2021,22,0,15,8,0,10
